ReferenceAllele,AlternateAllele,Chromosome,Start,Stop,GeneSymbol,ClinicalSignificance,PhenotypeList,Type,Assembly
na,na,15,89864184,89864184,POLG,Pathogenic,"Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|Progressive sclerosing poliodystrophy|not provided|Mitochondrial DNA depletion syndrome|Mitochondrial disease|Progressive sclerosing poliodystrophy;Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Mitochondrial DNA depletion syndrome 4b",single nucleotide variant,GRCh37
na,na,15,89320953,89320953,POLG,Pathogenic,"Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|Progressive sclerosing poliodystrophy|not provided|Mitochondrial DNA depletion syndrome|Mitochondrial disease|Progressive sclerosing poliodystrophy;Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Mitochondrial DNA depletion syndrome 4b",single nucleotide variant,GRCh38
na,na,15,89862284,89862284,POLG,Pathogenic/Likely pathogenic,"Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|not provided|POLG-Related Spectrum Disorders|Progressive sclerosing poliodystrophy|See cases|Autosomal dominant non-syndromic intellectual disability|Progressive sclerosing poliodystrophy;Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Mitochondrial DNA depletion syndrome 4b",single nucleotide variant,GRCh37
na,na,15,89319053,89319053,POLG,Pathogenic/Likely pathogenic,"Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|not provided|POLG-Related Spectrum Disorders|Progressive sclerosing poliodystrophy|See cases|Autosomal dominant non-syndromic intellectual disability|Progressive sclerosing poliodystrophy;Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Mitochondrial DNA depletion syndrome 4b",single nucleotide variant,GRCh38
na,na,15,89865023,89865023,POLG,Pathogenic,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1|Progressive external ophthalmoplegia with mitochondrial DNA deletions, digenic|Progressive sclerosing poliodystrophy|Mitochondrial DNA depletion syndrome 4b|not provided|POLG-Related Spectrum Disorders|Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1|Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Mitochondrial DNA depletion syndrome 4b;Progressive sclerosing poliodystrophy;Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|Hereditary spastic paraplegia|Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Mitochondrial DNA depletion syndrome 4b;Progressive sclerosing poliodystrophy|Mitochondrial DNA depletion syndrome|Mitochondrial disease|Inborn genetic diseases|POLG-related disorder|6 conditions",single nucleotide variant,GRCh37
na,na,15,89321792,89321792,POLG,Pathogenic,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1|Progressive external ophthalmoplegia with mitochondrial DNA deletions, digenic|Progressive sclerosing poliodystrophy|Mitochondrial DNA depletion syndrome 4b|not provided|POLG-Related Spectrum Disorders|Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1|Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Mitochondrial DNA depletion syndrome 4b;Progressive sclerosing poliodystrophy;Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|Hereditary spastic paraplegia|Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Mitochondrial DNA depletion syndrome 4b;Progressive sclerosing poliodystrophy|Mitochondrial DNA depletion syndrome|Mitochondrial disease|Inborn genetic diseases|POLG-related disorder|6 conditions",single nucleotide variant,GRCh38
na,na,15,89873415,89873415,POLG,Conflicting classifications of pathogenicity,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1|Mitochondrial DNA depletion syndrome 4b|Mitochondrial DNA depletion syndrome 1|Progressive sclerosing poliodystrophy|not provided|not specified|POLG-Related Spectrum Disorders|Global developmental delay|Tip-toe gait|POLG-related disorder|Progressive sclerosing poliodystrophy;Mitochondrial DNA depletion syndrome 4b|Inborn genetic diseases|Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|Hereditary spastic paraplegia|Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Progressive sclerosing poliodystrophy;Mitochondrial DNA depletion syndrome 4b;Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|Abnormality of the nervous system|Mitochondrial disease|Hypertrophic cardiomyopathy|See cases|Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Progressive sclerosing poliodystrophy;Mitochondrial DNA depletion syndrome 4b;Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|Mitochondrial DNA depletion syndrome|6 conditions",single nucleotide variant,GRCh37
na,na,15,89330184,89330184,POLG,Conflicting classifications of pathogenicity,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1|Mitochondrial DNA depletion syndrome 4b|Mitochondrial DNA depletion syndrome 1|Progressive sclerosing poliodystrophy|not provided|not specified|POLG-Related Spectrum Disorders|Global developmental delay|Tip-toe gait|POLG-related disorder|Progressive sclerosing poliodystrophy;Mitochondrial DNA depletion syndrome 4b|Inborn genetic diseases|Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|Hereditary spastic paraplegia|Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Progressive sclerosing poliodystrophy;Mitochondrial DNA depletion syndrome 4b;Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|Abnormality of the nervous system|Mitochondrial disease|Hypertrophic cardiomyopathy|See cases|Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Progressive sclerosing poliodystrophy;Mitochondrial DNA depletion syndrome 4b;Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|Mitochondrial DNA depletion syndrome|6 conditions",single nucleotide variant,GRCh38
na,na,15,89864473,89864473,POLG,Pathogenic,Progressive sclerosing poliodystrophy,single nucleotide variant,GRCh37
na,na,15,89321242,89321242,POLG,Pathogenic,Progressive sclerosing poliodystrophy,single nucleotide variant,GRCh38
na,na,15,89868870,89868870,POLG,Conflicting classifications of pathogenicity,"Mitochondrial DNA depletion syndrome 4b|Mitochondrial DNA depletion syndrome 1|Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1|not specified|Progressive sclerosing poliodystrophy|not provided|Global developmental delay|Mitochondrial disease|Tip-toe gait|Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|Abnormality of the nervous system|Progressive sclerosing poliodystrophy;Mitochondrial DNA depletion syndrome 4b|Inborn genetic diseases|POLG-related disorder|Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Progressive sclerosing poliodystrophy;Mitochondrial DNA depletion syndrome 4b;Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|Hereditary spastic paraplegia|Hypertrophic cardiomyopathy|See cases|6 conditions",single nucleotide variant,GRCh37
na,na,15,89325639,89325639,POLG,Conflicting classifications of pathogenicity,"Mitochondrial DNA depletion syndrome 4b|Mitochondrial DNA depletion syndrome 1|Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1|not specified|Progressive sclerosing poliodystrophy|not provided|Global developmental delay|Mitochondrial disease|Tip-toe gait|Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|Abnormality of the nervous system|Progressive sclerosing poliodystrophy;Mitochondrial DNA depletion syndrome 4b|Inborn genetic diseases|POLG-related disorder|Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Progressive sclerosing poliodystrophy;Mitochondrial DNA depletion syndrome 4b;Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|Hereditary spastic paraplegia|Hypertrophic cardiomyopathy|See cases|6 conditions",single nucleotide variant,GRCh38
na,na,15,89864974,89864974,POLG,Pathogenic,"Mitochondrial DNA depletion syndrome 4b|Mitochondrial DNA depletion syndrome|Progressive sclerosing poliodystrophy;Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Mitochondrial DNA depletion syndrome 4b|Progressive sclerosing poliodystrophy",single nucleotide variant,GRCh37
na,na,15,89321743,89321743,POLG,Pathogenic,"Mitochondrial DNA depletion syndrome 4b|Mitochondrial DNA depletion syndrome|Progressive sclerosing poliodystrophy;Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Mitochondrial DNA depletion syndrome 4b|Progressive sclerosing poliodystrophy",single nucleotide variant,GRCh38
na,na,15,89866657,89866657,POLG,Pathogenic/Likely pathogenic,"Progressive sclerosing poliodystrophy|Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|Spinocerebellar ataxia with epilepsy|not provided|POLG-Related Spectrum Disorders|Mitochondrial disease|not specified|Mitochondrial DNA depletion syndrome 4b|Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1|Inborn genetic diseases|Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis;Progressive sclerosing poliodystrophy;Mitochondrial DNA depletion syndrome 4b;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1|6 conditions|POLG-related disorder",single nucleotide variant,GRCh37
na,na,15,89323426,89323426,POLG,Pathogenic/Likely pathogenic,"Progressive sclerosing poliodystrophy|Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|Spinocerebellar ataxia with epilepsy|not provided|POLG-Related Spectrum Disorders|Mitochondrial disease|not specified|Mitochondrial DNA depletion syndrome 4b|Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1|Inborn genetic diseases|Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis;Progressive sclerosing poliodystrophy;Mitochondrial DNA depletion syndrome 4b;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1|6 conditions|POLG-related disorder",single nucleotide variant,GRCh38
na,na,15,89864109,89864109,POLG,Pathogenic/Likely pathogenic,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1|Progressive sclerosing poliodystrophy",single nucleotide variant,GRCh37
na,na,15,89320878,89320878,POLG,Pathogenic/Likely pathogenic,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1|Progressive sclerosing poliodystrophy",single nucleotide variant,GRCh38
na,na,15,89865073,89865073,POLG,Benign/Likely benign,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1|not specified|not provided|Progressive sclerosing poliodystrophy|POLG-Related Spectrum Disorders|Hereditary spastic paraplegia|Inborn genetic diseases|POLG-related disorder",single nucleotide variant,GRCh37
na,na,15,89321842,89321842,POLG,Benign/Likely benign,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1|not specified|not provided|Progressive sclerosing poliodystrophy|POLG-Related Spectrum Disorders|Hereditary spastic paraplegia|Inborn genetic diseases|POLG-related disorder",single nucleotide variant,GRCh38
na,na,15,89870237,89870237,POLG,Uncertain significance,Spinocerebellar ataxia with epilepsy|Progressive sclerosing poliodystrophy|not provided|not specified|6 conditions,single nucleotide variant,GRCh37
na,na,15,89327006,89327006,POLG,Uncertain significance,Spinocerebellar ataxia with epilepsy|Progressive sclerosing poliodystrophy|not provided|not specified|6 conditions,single nucleotide variant,GRCh38
na,na,15,89862506,89862506,POLG,Pathogenic,Progressive sclerosing poliodystrophy,single nucleotide variant,GRCh37
na,na,15,89319275,89319275,POLG,Pathogenic,Progressive sclerosing poliodystrophy,single nucleotide variant,GRCh38
na,na,15,89865008,89865008,POLG,Conflicting classifications of pathogenicity,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1|Progressive sclerosing poliodystrophy|not specified|not provided|Mitochondrial DNA depletion syndrome|Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Mitochondrial DNA depletion syndrome 4b;Progressive sclerosing poliodystrophy;Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis",single nucleotide variant,GRCh37
na,na,15,89321777,89321777,POLG,Conflicting classifications of pathogenicity,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1|Progressive sclerosing poliodystrophy|not specified|not provided|Mitochondrial DNA depletion syndrome|Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Mitochondrial DNA depletion syndrome 4b;Progressive sclerosing poliodystrophy;Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis",single nucleotide variant,GRCh38
na,na,15,89866691,89866691,POLG,Pathogenic/Likely pathogenic,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1|Progressive sclerosing poliodystrophy|not provided|Mitochondrial disease|POLG-Related Spectrum Disorders|Mitochondrial DNA depletion syndrome 4b;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Progressive sclerosing poliodystrophy;Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|Mitochondrial DNA depletion syndrome 4b;Progressive sclerosing poliodystrophy|Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|Inborn genetic diseases|POLG-related disorder|Hereditary spastic paraplegia|Tip-toe gait",single nucleotide variant,GRCh37
na,na,15,89323460,89323460,POLG,Pathogenic/Likely pathogenic,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1|Progressive sclerosing poliodystrophy|not provided|Mitochondrial disease|POLG-Related Spectrum Disorders|Mitochondrial DNA depletion syndrome 4b;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Progressive sclerosing poliodystrophy;Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|Mitochondrial DNA depletion syndrome 4b;Progressive sclerosing poliodystrophy|Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis|Inborn genetic diseases|POLG-related disorder|Hereditary spastic paraplegia|Tip-toe gait",single nucleotide variant,GRCh38
na,na,15,89870196,89870196,POLG,Pathogenic,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1",single nucleotide variant,GRCh37
na,na,15,89326965,89326965,POLG,Pathogenic,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1",single nucleotide variant,GRCh38
na,na,15,89873488,89873488,POLG,Pathogenic/Likely pathogenic,"Mitochondrial DNA depletion syndrome 4b|not provided|Progressive sclerosing poliodystrophy|Abnormality of corpus callosum|Inborn genetic diseases|Progressive sclerosing poliodystrophy;Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Mitochondrial DNA depletion syndrome 4b|Mitochondrial DNA depletion syndrome",single nucleotide variant,GRCh37
na,na,15,89330257,89330257,POLG,Pathogenic/Likely pathogenic,"Mitochondrial DNA depletion syndrome 4b|not provided|Progressive sclerosing poliodystrophy|Abnormality of corpus callosum|Inborn genetic diseases|Progressive sclerosing poliodystrophy;Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1;Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 1;Mitochondrial DNA depletion syndrome 4b|Mitochondrial DNA depletion syndrome",single nucleotide variant,GRCh38
na,na,15,89862217,89862217,POLG,Pathogenic,Progressive sclerosing poliodystrophy|Mitochondrial DNA depletion syndrome 4b|not provided,single nucleotide variant,GRCh37
na,na,15,89318986,89318986,POLG,Pathogenic,Progressive sclerosing poliodystrophy|Mitochondrial DNA depletion syndrome 4b|not provided,single nucleotide variant,GRCh38
na,na,4,88964429,88964429,PKD2,Pathogenic,Polycystic kidney disease 2,single nucleotide variant,GRCh37
na,na,4,88043277,88043277,PKD2,Pathogenic,Polycystic kidney disease 2,single nucleotide variant,GRCh38
na,na,4,88986631,88986631,PKD2,Pathogenic,Polycystic kidney disease 2|Autosomal dominant polycystic kidney disease|not provided,single nucleotide variant,GRCh37
na,na,4,88065479,88065479,PKD2,Pathogenic,Polycystic kidney disease 2|Autosomal dominant polycystic kidney disease|not provided,single nucleotide variant,GRCh38
na,na,4,88964503,88964503,PKD2,Pathogenic,Polycystic kidney disease 2,single nucleotide variant,GRCh37
na,na,4,88043351,88043351,PKD2,Pathogenic,Polycystic kidney disease 2,single nucleotide variant,GRCh38
na,na,4,88940706,88940707,PKD2,Pathogenic,Polycystic kidney disease 2,Duplication,GRCh37
na,na,4,88019554,88019555,PKD2,Pathogenic,Polycystic kidney disease 2,Duplication,GRCh38
na,na,4,88967864,88967864,PKD2,Pathogenic,Polycystic kidney disease 2|Polycystic kidney disease|not provided|Autosomal dominant polycystic kidney disease,single nucleotide variant,GRCh37
na,na,4,88046712,88046712,PKD2,Pathogenic,Polycystic kidney disease 2|Polycystic kidney disease|not provided|Autosomal dominant polycystic kidney disease,single nucleotide variant,GRCh38
na,na,4,88986558,88986559,PKD2,Pathogenic,Polycystic kidney disease 2|Autosomal dominant polycystic kidney disease|Polycystic kidney disease|not provided|Inborn genetic diseases|PKD2-related disorder,Duplication,GRCh37
na,na,4,88065406,88065407,PKD2,Pathogenic,Polycystic kidney disease 2|Autosomal dominant polycystic kidney disease|Polycystic kidney disease|not provided|Inborn genetic diseases|PKD2-related disorder,Duplication,GRCh38
na,na,4,88968006,88968006,PKD2,Pathogenic,Polycystic kidney disease 2,single nucleotide variant,GRCh37
na,na,4,88046854,88046854,PKD2,Pathogenic,Polycystic kidney disease 2,single nucleotide variant,GRCh38
na,na,4,88979170,88979171,PKD2,Pathogenic,Polycystic kidney disease 2,Indel,GRCh37
na,na,4,88058018,88058019,PKD2,Pathogenic,Polycystic kidney disease 2,Indel,GRCh38
na,na,1,207106478,207106478,PIGR,Uncertain significance,IgA glomerulonephritis,single nucleotide variant,GRCh37
na,na,1,206933133,206933133,PIGR,Uncertain significance,IgA glomerulonephritis,single nucleotide variant,GRCh38
na,na,1,169563951,169563951,SELP,Benign,SELECTIN P POLYMORPHISM|not provided|SELP-related disorder,single nucleotide variant,GRCh37
na,na,1,169594713,169594713,SELP,Benign,SELECTIN P POLYMORPHISM|not provided|SELP-related disorder,single nucleotide variant,GRCh38
na,na,1,169565346,169565346,SELP,Benign,SELECTIN P POLYMORPHISM,single nucleotide variant,GRCh37
na,na,1,169596108,169596108,SELP,Benign,SELECTIN P POLYMORPHISM,single nucleotide variant,GRCh38
na,na,3,128780764,128780764,GP9,Pathogenic,Bernard-Soulier syndrome type C|Bernard Soulier syndrome|Macrothrombocytopenia|Thrombocytopenia|not provided|GP9-related disorder,single nucleotide variant,GRCh37
na,na,3,129061921,129061921,GP9,Pathogenic,Bernard-Soulier syndrome type C|Bernard Soulier syndrome|Macrothrombocytopenia|Thrombocytopenia|not provided|GP9-related disorder,single nucleotide variant,GRCh38
na,na,3,128780692,128780692,GP9,Pathogenic,Bernard-Soulier syndrome type C,single nucleotide variant,GRCh37
na,na,3,129061849,129061849,GP9,Pathogenic,Bernard-Soulier syndrome type C,single nucleotide variant,GRCh38
na,na,3,128780794,128780794,GP9,Pathogenic,Bernard-Soulier syndrome type C|not provided|Bernard Soulier syndrome|Macrothrombocytopenia,single nucleotide variant,GRCh37
na,na,3,129061951,129061951,GP9,Pathogenic,Bernard-Soulier syndrome type C|not provided|Bernard Soulier syndrome|Macrothrombocytopenia,single nucleotide variant,GRCh38
na,na,3,128780749,128780749,GP9,Pathogenic,Bernard-Soulier syndrome type C,single nucleotide variant,GRCh37
na,na,3,129061906,129061906,GP9,Pathogenic,Bernard-Soulier syndrome type C,single nucleotide variant,GRCh38
na,na,3,128780652,128780652,GP9,Likely pathogenic,Bernard-Soulier syndrome type C|not provided|Bernard Soulier syndrome,single nucleotide variant,GRCh37
na,na,3,129061809,129061809,GP9,Likely pathogenic,Bernard-Soulier syndrome type C|not provided|Bernard Soulier syndrome,single nucleotide variant,GRCh38
na,na,3,128780602,128780602,GP9,Uncertain significance,Bernard-Soulier syndrome type C|not provided,single nucleotide variant,GRCh37
na,na,3,129061759,129061759,GP9,Uncertain significance,Bernard-Soulier syndrome type C|not provided,single nucleotide variant,GRCh38
na,na,7,80286003,80286003,CD36,Conflicting classifications of pathogenicity,"Platelet-type bleeding disorder 10|Inherited bleeding disorder, platelet-type|not specified",single nucleotide variant,GRCh37
na,na,7,80656687,80656687,CD36,Conflicting classifications of pathogenicity,"Platelet-type bleeding disorder 10|Inherited bleeding disorder, platelet-type|not specified",single nucleotide variant,GRCh38
na,na,7,80300449,80300449,CD36,Conflicting classifications of pathogenicity,"Platelet-type bleeding disorder 10|Malaria, cerebral, susceptibility to|not specified",single nucleotide variant,GRCh37
na,na,7,80671133,80671133,CD36,Conflicting classifications of pathogenicity,"Platelet-type bleeding disorder 10|Malaria, cerebral, susceptibility to|not specified",single nucleotide variant,GRCh38
na,na,na,-1,-1,CD36,Pathogenic; risk factor,"Platelet-type bleeding disorder 10|Malaria, cerebral, susceptibility to",Deletion,na
na,na,7,80276575,80276598,CD36,Pathogenic; protective,"Platelet-type bleeding disorder 10|Malaria, cerebral, resistance to",Microsatellite,GRCh37
na,na,7,80647259,80647282,CD36,Pathogenic; protective,"Platelet-type bleeding disorder 10|Malaria, cerebral, resistance to",Microsatellite,GRCh38
na,na,7,80300417,80300418,CD36,Likely pathogenic,Platelet-type bleeding disorder 10,Duplication,GRCh37
na,na,7,80671101,80671102,CD36,Likely pathogenic,Platelet-type bleeding disorder 10,Duplication,GRCh38
na,na,7,80299280,80299280,CD36,Pathogenic,Platelet-type bleeding disorder 10,single nucleotide variant,GRCh37
na,na,7,80669964,80669964,CD36,Pathogenic,Platelet-type bleeding disorder 10,single nucleotide variant,GRCh38
na,na,7,80302708,80302708,CD36,Pathogenic,Platelet-type bleeding disorder 10,single nucleotide variant,GRCh37
na,na,7,80673392,80673392,CD36,Pathogenic,Platelet-type bleeding disorder 10,single nucleotide variant,GRCh38
na,na,4,55152093,55152093,PDGFRA,Conflicting classifications of pathogenicity,Gastrointestinal stromal tumor|not provided,single nucleotide variant,GRCh37
na,na,4,54285926,54285926,PDGFRA,Conflicting classifications of pathogenicity,Gastrointestinal stromal tumor|not provided,single nucleotide variant,GRCh38
na,na,4,55152092,55152103,PDGFRA,Conflicting classifications of pathogenicity,Gastrointestinal stromal tumor|not provided,Deletion,GRCh37
na,na,4,54285925,54285936,PDGFRA,Conflicting classifications of pathogenicity,Gastrointestinal stromal tumor|not provided,Deletion,GRCh38
na,na,4,55152101,55152112,PDGFRA,Pathogenic,Gastrointestinal stromal tumor,Deletion,GRCh37
na,na,4,54285934,54285945,PDGFRA,Pathogenic,Gastrointestinal stromal tumor,Deletion,GRCh38
na,na,4,55141036,55141036,PDGFRA,Conflicting classifications of pathogenicity,"Gastrointestinal stromal tumor|Polyps, multiple and recurrent inflammatory fibroid, gastrointestinal|not provided",single nucleotide variant,GRCh37
na,na,4,54274869,54274869,PDGFRA,Conflicting classifications of pathogenicity,"Gastrointestinal stromal tumor|Polyps, multiple and recurrent inflammatory fibroid, gastrointestinal|not provided",single nucleotide variant,GRCh38
na,na,4,55141030,55141031,PDGFRA,Pathogenic,Gastrointestinal stromal tumor,Insertion,GRCh37
na,na,4,54274863,54274864,PDGFRA,Pathogenic,Gastrointestinal stromal tumor,Insertion,GRCh38
na,na,4,55141032,55141046,PDGFRA,Pathogenic,Gastrointestinal stromal tumor,Deletion,GRCh37
na,na,4,54274865,54274879,PDGFRA,Pathogenic,Gastrointestinal stromal tumor,Deletion,GRCh38
na,na,4,55141050,55141067,PDGFRA,Pathogenic,Gastrointestinal stromal tumor,Deletion,GRCh37
na,na,4,54274883,54274900,PDGFRA,Pathogenic,Gastrointestinal stromal tumor,Deletion,GRCh38
na,na,4,55144547,55144547,PDGFRA,Uncertain significance,"Hypereosinophilic syndrome, idiopathic, resistant to imatinib|Gastrointestinal stromal tumor",single nucleotide variant,GRCh37
na,na,4,54278380,54278380,PDGFRA,Uncertain significance,"Hypereosinophilic syndrome, idiopathic, resistant to imatinib|Gastrointestinal stromal tumor",single nucleotide variant,GRCh38
na,na,4,55152104,55152104,PDGFRA,Conflicting classifications of pathogenicity,"Polyps, multiple and recurrent inflammatory fibroid, gastrointestinal|Gastrointestinal stromal tumor|Hereditary cancer-predisposing syndrome",single nucleotide variant,GRCh37
na,na,4,54285937,54285937,PDGFRA,Conflicting classifications of pathogenicity,"Polyps, multiple and recurrent inflammatory fibroid, gastrointestinal|Gastrointestinal stromal tumor|Hereditary cancer-predisposing syndrome",single nucleotide variant,GRCh38
na,na,4,55141018,55141018,PDGFRA,Likely pathogenic,"Polyps, multiple and recurrent inflammatory fibroid, gastrointestinal|Gastrointestinal stromal tumor",single nucleotide variant,GRCh37
na,na,4,54274851,54274851,PDGFRA,Likely pathogenic,"Polyps, multiple and recurrent inflammatory fibroid, gastrointestinal|Gastrointestinal stromal tumor",single nucleotide variant,GRCh38
na,na,17,45363730,45363730,ITGB3,Pathogenic,"Glanzmann thrombasthenia 2|Glanzmann thrombasthenia|Myocardial infarction, susceptibility to;Glanzmann thrombasthenia 2;Bleeding disorder, platelet-type, 24|not provided|Platelet-type bleeding disorder 16|Bleeding disorder, platelet-type, 24",single nucleotide variant,GRCh37
na,na,17,47286364,47286364,ITGB3,Pathogenic,"Glanzmann thrombasthenia 2|Glanzmann thrombasthenia|Myocardial infarction, susceptibility to;Glanzmann thrombasthenia 2;Bleeding disorder, platelet-type, 24|not provided|Platelet-type bleeding disorder 16|Bleeding disorder, platelet-type, 24",single nucleotide variant,GRCh38
na,na,17,45361880,45361880,ITGB3,Pathogenic,Glanzmann thrombasthenia|Glanzmann thrombasthenia 2,single nucleotide variant,GRCh37
na,na,17,47284514,47284514,ITGB3,Pathogenic,Glanzmann thrombasthenia|Glanzmann thrombasthenia 2,single nucleotide variant,GRCh38
na,na,17,45363729,45363729,ITGB3,Likely pathogenic,Glanzmann thrombasthenia 2|Glanzmann thrombasthenia 1|Glanzmann thrombasthenia|not provided,single nucleotide variant,GRCh37
